,id,title,labels,scores,status
15123,l4qsixUiir,Online Continual Learning for Time Series: a Natural Score-driven Approach,unlabeled,"[4,4,4,6]",Reject
845,2aPK9PxPUq,Color3D: Controllable and Consistent 3D Colorization with Personalized Colorizer,unlabeled,"[4,6,6,6]",Poster
6360,Jti8ZbC7kM,Primary-Dual Diffusion Solver for Quadratic Programming Problems,unlabeled,"[2,2,2,4]",Withdraw
18450,vhGZIMF6Cg,TivTok: Broadcasting Time-Invariant Tokens for Scalable Video Tokenization,unlabeled,"[2,4,6,6]",Reject
6477,KJNgtPNxtv,PFMBench: Protein Foundation Model Benchmark,unlabeled,"[2,2,4,6]",Reject
3924,CNDW8QAKrg,Scaling Law for Code: A More Data-Hungry Regime,unlabeled,,Withdraw
16528,pZfkXlyTK8,Estimating Markov Chain Transition Probabilities for Steady Aging Models from $n$-step Data,unlabeled,"[0,4,4,8]",Reject
16957,qtjLwGTvGR,Heat Kernel Goes Topological,unlabeled,"[2,2,4,6]",Reject
8983,S0jIiiMtf4,Infinite Horizon Markov Economies,unlabeled,"[4,6,6,8]",Poster
14580,jSM71b1JsV,Battery Fault: A Comprehensive Dataset and Benchmark for Battery Fault Diagnosis,unlabeled,"[2,4,4,6]",Poster
3038,9ZogqiyWXm,Token-Based Audio Inpainting via Discrete Diffusion,unlabeled,"[4,4,4]",Poster
6610,KgcyeeFn2S,Expanding the Chaos: Neural Operator for Stochastic (Partial) Differential Equations,unlabeled,"[2,4,4,6]",Reject
411,1BVQQKL61w,Unify in Isolation: Unified Data Synthesis for Divergent Multi-Stage Systems,unlabeled,"[2,4,4,6]",Desk Reject
12067,bhR00j6Mku,On The Fragility of Benchmark Contamination Detection in Reasoning Models,unlabeled,"[6,6,8]",Poster
9240,SorAYYUwB2,Diffusion Fine-Tuning: Iterative Refinement for Advanced Grounding with Diffusion Large Language Models,unlabeled,"[4,4,6,6]",Desk Reject
12487,cv7EXSvOQg,VAFL: Vector-field Assisted Functional Layer for Equal-Compute Multi-modal Learning,unlabeled,"[0,0,0,0,2]",Withdraw
13339,fZ64NwiBpt,Beyond URLs: Metadata Diversity and Position for Efficient LLM Pretraining,unlabeled,"[4,6,6,8]",Poster
18496,voHHakBdQn,Evaluating point-light biological motion in multimodal large language models,unlabeled,,Desk Reject
11807,apDaK255Ma,Efficient Prediction of SO(3)-Equivariant Hamiltonian Matrices via SO(2) Local Frames,unlabeled,"[2,4,6,6]",Reject
4795,F6UrWfwxYz,Position-color jointly optimized adversarial patch for attacking cross-modal visual-infrared dense prediction tasks,unlabeled,,Withdraw
2641,8CZshTogXk,ArabiDoc: A Holistic Arabic-English Evaluation Suite for End-to-End Document Processing,unlabeled,"[2,2,2,2]",Withdraw
7557,Nk3iEsYJtd,Policy-Based Sentence Simplification: Replacing Parallel Corpora with LLM-as-a-Judge,unlabeled,"[2,4,4,8]",Reject
17324,s2s5xGQCKM,Generating Directed Graphs with Dual Attention and Asymmetric Encoding,unlabeled,"[4,6,6,8]",Poster
18105,uZkIdDHASz,Fast Two-photon Microscopy by Neuroimaging with Oblong Random Acquisition (NORA),unlabeled,"[2,4,4,4]",Reject
14925,kW0SudrQEQ,Frozen Policy Iteration: Computationally Efficient RL under Linear $Q^{\pi}$ Realizability for Deterministic Dynamics,unlabeled,"[4,6,6,8]",Poster
6267,JaK0MTiJd6,"Pixels Lie, Code Doesn't: Thinking with Visual Programming for ''Seemingly Impossible'' Multimodal Agentic Reasoning Tasks",unlabeled,"[4,4,6,6]",Reject
8537,Qg0SnLzN1o,Agent-ScanKit: Unraveling Memory and Reasoning of Multimodal Agents via Sensitivity Perturbations,unlabeled,"[4,4,4,8]",Reject
10658,XIAta0WOJ6,Faster Gradient Methods for Highly-smooth Stochastic Bilevel Optimization,unlabeled,"[4,6,6,8]",Poster
18679,wM3Mdk2Pa5,Loopholing Discrete Diffusion: Deterministic Bypass of the Sampling Wall,unlabeled,"[2,6,8]",Poster
17833,tiQaO3f1QB,PRISM: A Paradigm for Controllable 3D Generation Driven by Structural Concept Prior,unlabeled,"[2,2,4]",Withdraw
3366,AaAbeUp7O4,Improving Diffusion Language Model Reasoning through Joint Search in Generation Order and Token Space,unlabeled,"[2,2,2,6]",Reject
3459,At6Z5uycSK,Exact Subgraph Isomorphism Network for Predictive Graph Mining,unlabeled,"[2,4,4,6]",Withdraw
5422,H4SyKHjd4c,Sim2Real VLA: Zero-Shot Generalization of Synthesized Skills to Realistic Manipulation,unlabeled,"[4,6,6,8]",Poster
18486,vmiqjqo08s,Robust Bidirectional Associative Memory via Regularization Inspired by the Subspace Rotation Algorithm,unlabeled,"[2,4,4,6,6]",Reject
12262,cGLqQfS5wH,Making Slow Thinking Faster: Compressing LLM Chain-of-Thought via Step Entropy,unlabeled,"[2,4,6,6]",Poster
17476,sW7hxJwpNt,Directed Information $\gamma$-covering: An Information-Theoretic Framework for Context Engineering,unlabeled,"[4,4,4,6]",Reject
12557,d9IJGziaLv,GUI-KV: Efficient GUI Agents via KV Cache with Spatio-Temporal Awareness,unlabeled,"[2,2,4,6]",Reject
19579,zH9aX65Zyi,Benchmarking Correctness and Security in Multi-Turn Code Generation,unlabeled,"[4,4,4,8]",Reject
6790,LFCSVVIy1x,Can World Models Benefit VLMs for World Dynamics?,unlabeled,"[2,2,2,4]",Withdraw
11160,Ys2OgNLNV7,"Think First, Then Select and Verify with Query–Key Alignment",unlabeled,"[0,2,4]",Reject
16504,pW1Kg9CYyw,$\ell_1$ Latent Distance based Continuous-time Graph Representation,unlabeled,"[4,6,6,8,8]",Poster
9677,U6z5Y1htbe,Safe Continuous-time Multi-Agent Reinforcement Learning via Epigraph Form,unlabeled,"[4,4,4,6]",Poster
1342,4EIhhQ3bSc,MANGO: Natural Multi-speaker 3D Talking Head Generation via 2D-Lifted Enhancement,unlabeled,"[2,4,6,6]",Reject
533,1arXr8LH2d,Adaptive Text Transformations Defend Against Dataset Inference Attacks,unlabeled,"[2,2,4,4,4]",Reject
701,27XEZxhf1Q,How Does Local Landscape Geometry Evolve in Language Model Pre-Training?,unlabeled,"[2,4,4,6]",Reject
3310,APawIJjJlP,Fed-Energy: Federated Reinforcement Learning for Scalable and Energy-Efficient Large-Scale Code Optimization,unlabeled,"[2,2,4]",Reject
12598,dHN0Pkxz0V,"Beyond Needle(s) in the Embodied Haystack: Environment, Architecture, and Training Considerations for Long Context Reasoning",unlabeled,"[4,4,4,4]",Reject
5701,Hvge3NzkJN,Diffusion Models as Dataset Distillation Priors,unlabeled,"[4,6,6,6]",Poster
3938,CPtKeEcLsU,SpEmoC: Large-Scale Multimodal Dataset for Speaking Segment Emotion Insights,unlabeled,"[4,4,6]",Reject
6010,Iq1fNZus2W,Patch-Wise and Keyword-Aware: Efficient Multi-Condition Control of Diffusion Transformers via Position-Aligned and Keyword-Scoped Attention,unlabeled,"[2,2,4,4]",Withdraw
9917,UoRWYIGeRi,Autoregressive Video Generation with Learnable Memory and Consistent Decoding,unlabeled,"[2,4,4,4]",Withdraw
10338,WAF8eIYsae,Efficient Thinking via Meta Chain-of-Thought Evaluation,unlabeled,"[2,2,2,4]",Reject
4011,CawuNEM1jE,Harmonic Constrained Reinforcement Learning,unlabeled,"[2,4,4,8]",Withdraw
9945,UtL0hIjENO,"Streaming Drag-Oriented Interactive Video Manipulation: Drag Anything, Anytime!",unlabeled,"[2,6,6,6]",Poster
5232,GRfN9CJQ59,Best Arm Identification with Correlated Sampling,unlabeled,"[2,4,6,6]",Withdraw
8444,QOWYX3Q2XS,MENLO: From Preferences to Proficiency – Evaluating and Modeling Native-like Quality Across 47 Languages,unlabeled,"[6,6,6,8]",Poster
1705,5Kko8emAEz,MANI-Pure: Magnitude-Adaptive Noise Injection for Adversarial Purification,unlabeled,"[2,4,4,4]",Withdraw
809,2TK9CLwMGA,PREP: Pre-inference Guided Token Pruning for Efficient Vision-Language Models,unlabeled,"[2,4,4]",Reject
8940,Rt9SeEAMWv,"Stability, Complexity and Data-Dependent Worst-Case Generalization Bounds",unlabeled,"[2,4,6,6,6]",Reject
1387,4NtoAVqfhA,Cultivating Pluralism In Algorithmic Monoculture: The Community Alignment Dataset,unlabeled,"[4,6,6,10]",Poster
17502,sbEb0Ld6MK,Fairness via Independence: A General Regularization Framework for Machine Learning,unlabeled,"[4,4,6,6]",Poster
7500,NZLsri3A1w,AdaProb: Towards Efficient Machine Unlearning via Adaptive Probability,unlabeled,"[2,2,2,4]",Withdraw
12781,doR25jEjbj,Think Just Enough: Sequence-Level Entropy as a Confidence Signal for LLM Reasoning,unlabeled,"[2,2,4,4]",Withdraw
19361,ybmX4yvtGK,QUANTIFYING KNOWLEDGE:A BAYESIAN FRAMEWORK FOR LLM-DRIVEN CLASSIFICATION,unlabeled,"[2,2,4,4]",Reject
2038,6MPHQ7Lkoa,DenseViG: Decoupled Energy-guided Graph Structure Refinement for Vision GNNs,unlabeled,"[4,4,6]",Withdraw
2065,6STb8DauN1,TASTE: Text-Aligned Speech Tokenization and Embedding for Spoken Language Modeling,unlabeled,"[4,4,6,6,6]",Poster
13224,fC27SxF4ba,MATA: A Trainable Hierarchical Automaton System for Multi-Agent Visual Reasoning,unlabeled,"[2,2,6,6]",Poster
0,00F7BfXLYJ,CyberV: A Cybernetic Framework for Enhancing Logical Reasoning in Video Understanding,unlabeled,"[4,4,4,4]",Withdraw
5567,HW2jd9vfCU,Pathway to $O(\sqrt{d})$ Complexity bound under Wasserstein metric of flow-based models,unlabeled,"[2,2,4,8]",Reject
6537,KUNywR7nQx,Learning Shrinks the Hard Tail: Training‑Dependent Inference Scaling in a Solvable Linear Model,unlabeled,"[4,4,8]",Poster
5748,I3uFqoUZ2Y,GOAL: Balance Multimodal Learning with Gradient Orthogonalization and Adaptive Leveraging,unlabeled,"[2,4,6,6]",Reject
5173,GG9OqLP0vO,"Mamba-IVP: A Denoising State-Space Initial Value Problem Framework for SOTA Clinical Time Series, Healthcare Alternative",unlabeled,"[2,4,6]",Reject
889,2kGGR5KbWE,Rethinking Intracranial Aneurysm Vessel Segmentation: A Perspective from Computational Fluid Dynamics Applications,unlabeled,"[2,4,4,8]",Reject
4212,DJ6AR99XFA,Representational Alignment between Deep Neural Networks and Human Brain in Speech Processing under Audiovisual Noise,unlabeled,"[2,2,4,4]",Withdraw
18102,uZGEEL20mU,Learnable Fractional Superlets with a Spectro-Temporal Emotion Encoder for Speech Emotion Recognition,unlabeled,"[2,4,6]",Poster
17408,sJHf6crz89,A Bio-Inspired Sound Localization Spiking Neural Network with Unsupervised Local Plasticity and Proximity Learning,unlabeled,"[2,2,2,8]",Reject
7794,OVXvHt9zqG,A Comprehensive Benchmark for RNA 3D Structure-Function Modeling,unlabeled,"[2,2,2,4]",Reject
18333,vKHCM9O25U,INTENTION MATCHING STOPS JAILBREAKS,unlabeled,"[2,4,6,6]",Reject
1559,4uTZobABec,Learning a distance measure from the information-estimation geometry of data,unlabeled,"[6,6,8,8]",Poster
2571,80vjyj5o7l,DexNDM: Closing the Reality Gap for Dexterous In-Hand Rotation via Joint-Wise Neural Dynamics Model,unlabeled,"[2,6,8,8]",Poster
6146,JEYWpFGzvn,InfoTok: Adaptive Discrete Video Tokenizer via Information-Theoretic Compression,unlabeled,"[6,8,8]",Oral
16315,ooiR5tMN3J,DDI-Gaussian: Distributed Dynamic Instance Gaussian for Autonomous Driving,unlabeled,"[4,4,4,4]",Withdraw
12274,cIebzj4z1f,KTAD: Knowledge Trust-Aware Adaptive Dropout for Enhanced CNN Regularization,unlabeled,"[2,2,2,2]",Reject
3558,BBS9057dPV,SteinDiff: Resolving the Contractivity Trap via Reference-free Stein Regularization,unlabeled,"[2,6,8]",Reject
9473,TWLkL1gadz,SELECT: SELEctive Context Transfer for Class Incremental Semantic Segmentation,unlabeled,"[2,2,4]",Reject
14387,isoLHssNcU,Memory Savings at What Cost? A Study of Alternatives to Backpropagation,unlabeled,"[2,4,6,6]",Reject
16762,qKXYEg00eH,DIVA-GRPO: Enhancing Multimodal Reasoning through Difficulty-Adaptive Variant Advantage,unlabeled,"[4,4,4,6]",Poster
476,1OQKqLFcbB,FOCUS: Efficient Keyframe Selection for Long Video Understanding,unlabeled,"[4,4,6,6]",Poster
13527,gFRjkhcAzL,When Judgment Becomes Noise: How Design Failures in LLM Judge Benchmarks Silently Undermine Validity,unlabeled,,Withdraw
17064,rClkte0ZTp,Efficient Test-Time Scaling for Small Vision-Language Models,unlabeled,"[4,4,6,6]",Poster
4616,EZ2TH4rPwG,Memory-Efficient Acceleration of Block Low-Rank Foundation Models on Resource Constrained GPUs,unlabeled,"[2,2,2,6]",Desk Reject
6463,KFzVh70GhN,Multiple Images Distract Large Multimodal Models via Attention Fragmentation,unlabeled,"[2,4,6,6]",Withdraw
13344,fZfl8xyfPU,Conditional Augmentation Enables Effective Use of Synthetic Data in Diffusion Models,unlabeled,"[2,2,4,6]",Withdraw
13877,hLweUPBz7k,From Conversation to Query Execution: Benchmarking User and Tool Interactions for EHR Database Agents,unlabeled,"[2,4,4,6]",Poster
18321,vI56m4Iu4e,MemGen: Weaving Generative Latent Memory for Self-Evolving Agents,unlabeled,"[4,8,8,8]",Poster
8879,RhQ1BzUppB,FD-Bench: A Modular and Fair Benchmark for Data-driven Fluid Simulation,unlabeled,"[4,4,6]",Reject
2371,7Ra52q2N3h,Inference-Time Control for SVG Generation via Information-Projection Guided Constrained Decoding,unlabeled,,Desk Reject
5195,GKvOJ8HStp,Optimal Regularization for Performative Learning,unlabeled,"[2,2,4,6]",Reject
17250,rp2RDBRA0Y,The Value of Information in Human-AI Decision-making,unlabeled,"[2,2,4,6]",Poster
6515,KQL9UuQv6k,R$^2$AG: Rethinking Retrieval-Augmented Generation via Multimodal Coherence Understanding,unlabeled,"[2,2,4,4]",Withdraw
6653,KnDkteVLTn,Unlearn In a Blink,unlabeled,"[2,4,4,4]",Withdraw
13285,fOXLhZIaUj,Cancer-Myth: Evaluating Large Language Models on Patient Questions with False Presuppositions,unlabeled,"[2,4,6,10]",Poster
9149,SX9A72RPU3,Structured covariance estimation via tensor-train decomposition,unlabeled,"[2,4,4,8]",Reject
874,2ge1Y6DWPw,Preserve and Personalize: Personalized Text-to-Image Diffusion Models without Distributional Drift,unlabeled,"[4,6,6]",Poster
16757,qJn4HtTzhH,MOAI: Module-Optimizing Architecture for Non-Interactive Secure Transformer Inference,unlabeled,"[2,4,4,4,6]",Poster
11608,aGpSK6QH3w,SPIDER: Multi-Layer Semantic Token Pruning and Adaptive Sub-Layer Skipping in Multimodal Large Language Models,unlabeled,"[4,6,6,6]",Reject
1294,43Ycr1QZXr,Event-Anchored Frame Selection for Efficient Long-Video Understanding,unlabeled,"[4,4,4,6]",Withdraw
16921,qmYLlDg9kQ,E-Agent: A Cost-Efficient Agentic Framework for Knowledge-Intensive and Reasoning Tasks,unlabeled,"[2,4,4,4]",Withdraw
13776,h0xG4JmGOP,GDEGAN: Gaussian Dynamic Equivariant Graph Attention Network for Ligand Binding Site Prediction,unlabeled,"[4,4,4]",Reject
3704,BgSDPE24pa,Prior-free Tabular Test-time Adaptation,unlabeled,"[2,4,8]",Poster
11837,awBRdqA09x,Aligning at the Source: Steering Corrective to the Origins of Harmfulness in LLMs,unlabeled,"[4,6,6]",Desk Reject
8099,PNm2dl7HcY,"Distilled Pretraining: A modern lens of Data, In-Context Learning and Test-Time Scaling",unlabeled,"[4,6,6,6]",Poster
8668,R40rS2afQ3,SWE-Bench+: Enhanced Coding Benchmark for LLMs,unlabeled,"[2,2,4,4]",Withdraw
5500,HIG7riDJ9N,Exploring Real-Time Super-Resolution: Benchmarking and Fine-Tuning for Streaming Content,unlabeled,"[4,4,4,6]",Poster
3390,AeX6ZL8KY3,Structured-Aware Pre-trained LM Can Improve RNA Structured Prediction,unlabeled,"[2,4,4,4]",Withdraw
19571,zFUkXQj6U6,Pre-trained Encoder Inference: Revealing Upstream Encoders In Downstream Machine Learning Services,unlabeled,"[2,2,4,6]",Withdraw
16839,qXYAVXiOcr,Certifying Robustness of Agent Tool-Selection Under Adversarial Attacks,unlabeled,"[2,2,6,8]",Reject
957,309pxoSvWr,GQA-Q2Q: A Large-scale Dataset for Resolving Entity Ambiguity in Visual Question-Answering via Clarifying Subquestion,unlabeled,"[2,4,6,6]",Reject
10375,WGtroamPgq,MoEs Are Stronger than You Think: Hyper-Parallel Inference Scaling with RoE,unlabeled,"[2,4,4]",Reject
2249,71RJC2vTjQ,Do LLMs Perform Multilingual Multi-step Reasoning?,unlabeled,"[2,4,4,6]",Withdraw
12679,dUoqAziyKj,Latent Light Source Modeling for Scene Reconstruction under Dynamic Illumination,unlabeled,"[2,2,2,4]",Withdraw
15914,nVRbt30wlW,LVstyler: LoRa-enhanced Varied High-Quality Texture Generation with Text Alignment,unlabeled,"[2,4,4,6]",Desk Reject
482,1PYXFkS6Hy,TaCo: A Benchmark for Lossless and Lossy Codecs of Heterogeneous Tactile Data,unlabeled,"[2,4,6,8]",Poster
15310,ldfVqaf1WO,Geometry-Aware Metric for Dataset Diversity via Persistence Landscapes,unlabeled,"[2,4,4,4,6]",Reject
2052,6Pv1dvbliS,Support Your Local LMs: Redistributing LM Traffic from Cloud to Edge with TrafficBench,unlabeled,"[2,4,6,8]",Reject
17980,uCZtTolnY8,D-CHOPT: DISCOVERING CLOSED-FORM HIGH-DIMENSIONAL ODEs FROM PARTIAL OBSERVED TRAJECTORIES,unlabeled,"[2,2,2,2]",Withdraw
3234,ABowPwRMu0,SymSpectra: Symmetric Information Bottleneck Framework for Molecular Structure Recognition under Imbalanced Settings,unlabeled,"[4,4,4,4]",Withdraw
800,2RoKajikd4,RL Beats SFT while Mitigating Definition Bias in LLM-based Information Extraction,unlabeled,"[2,2,4,4]",Reject
17143,rRp8yYKRGj,Consistent Text-to-Image Generation via Scene De-Contextualization,unlabeled,"[6,6,6,6]",Poster
19494,yzwSzhqLpH,Entropy-Guided Dynamic Tokens for Graph-LLM Alignment in Molecular Understanding,unlabeled,"[2,4,4,6]",Poster
18344,vNIfmUPPfw,Channel-Similarity Aware Spike Encoding for Multivariate Time-Series Forecasting,unlabeled,"[2,2,2,4]",Reject
13851,hFqq79xwGV,Finite‑Time Bounds for Distributionally Robust TD Learning with Linear Function Approximation,unlabeled,"[2,4,4,6]",Reject
16920,qmLOtfYWQl,Memorization is Not Learning: Delineated through Features and Labels,unlabeled,"[2,2,4,4]",Withdraw
6295,JeqXsxUTkn,SPOT: Structured Prompting with Object-centric Tokens for open-world scene graphs,unlabeled,"[4,4,6,6]",Reject
6620,KirKWFPYJA,High Probability Bounds for Non-Convex Stochastic Optimization with Momentum,unlabeled,"[4,4,6,6]",Poster
1044,3GNaNi9xnt,MIRRORMARK: A Distortion-Free Multi-Bit Watermark for Large Language Models,unlabeled,"[2,2,4,6]",Desk Reject
8916,RpX0k5RR6q,Relative Scaling Laws for LLMs,unlabeled,"[6,6,8,10]",Desk Reject
3706,BhNVSmIKln,Real-Time Evaluation for Novel Class Discovery at Test Time,unlabeled,"[2,4,4,6]",Reject
11415,ZayIHc4sGE,SynthTools: A Framework for Scaling Synthetic Tools for Agent Development,unlabeled,"[2,2,4,4]",Withdraw
18968,xK2EcRC3xJ,Variance Matters: Improving Domain Adaptation via Stratified Sampling,unlabeled,"[2,2,2,6]",Withdraw
4572,EQjKmXpF8Z,Analyzing Neural Style Representations for Unsupervised Clustering: Visual Art as a Testbed,unlabeled,"[2,4,4,6]",Withdraw
10520,WpkxQOcrZg,Risk-Controlled CI Gating for LLM Code via Noisy-Analyzer Fusion,unlabeled,,Desk Reject
6875,LVvBvvqoL3,Beyond Tokens: Enhancing RTL Quality Estimation via Structural Graph Learning,unlabeled,"[2,4,4,8]",Reject
12625,dLYb6eBxmK,Stream RAG: Instant and Accurate Spoken Dialogue Systems with Streaming Tool Usage,unlabeled,"[2,2,4,4]",Reject
13754,gxNTP2eER3,Sparsity Forcing: Reinforcing Token Sparsity of MLLMs,unlabeled,"[4,4,4,8]",Poster
7233,MivhnkDAQX,Constrained Preference RLHF,unlabeled,"[2,2,4,4]",Reject
15787,n6kIYzPRPL,Who Measures What Matters? An Analysis of Social Impact Evaluations in Foundation Model Reporting,unlabeled,"[4,6,6]",Desk Reject
18783,wfrut2E7Tm,CFA: Causal Feature Augmentation for High-Dimensional Linear Regression,unlabeled,"[2,2,4]",Reject
6987,Lu7WPPkmOq,Reversible GNS for Dissipative Fluids with Consistent Bidirectional Dynamics,unlabeled,"[2,4,4,8]",Reject
2327,7G0L4cj452,$\boldsymbol{\partial^\infty}$-Grid: A Neural Differential Equation Solver with Differentiable Feature Grids,unlabeled,"[6,6,8]",Poster
16575,pjMDZJd4rT,SSDi8: Accurate and Efficient 8-bit Quantization for State Space Duality,unlabeled,"[4,4,8,8]",Poster
1348,4FzxruUTpa,Two step diffusion: fast sampling and reliable prediction of 3D Keller-Segel chemotaxis systems in fluid flows,unlabeled,"[2,2,6]",Reject
15680,mjmDFmGue5,SURGE: Surrogate Gradient Adaptation in Binary Neural Networks,unlabeled,"[2,4,4,6]",Reject
19441,yqc1CMXetD,Consistency Is Not Always Correct: Towards Understanding the Role of Exploration in Post-Training Reasoning,unlabeled,"[2,6,8]",Desk Reject
12052,bbbcARy3Hf,PETRA: Pretrained Evolutionary Transformer for SARS-CoV-2 Mutation Prediction,unlabeled,"[0,2,2,6]",Reject
